,Unnamed: 0,Volume,Last,Chg,% Chg
57,A-Mark Precious Metals Inc. (AMRK),516.0K,29.73,1.78,6.37
58,Biomerica Inc. (BMRA),4.1M,3.04,0.18,6.29
59,Xencor Inc. (XNCR),1.8M,14.97,0.87,6.17
60,Sionna Therapeutics Inc. (SION),442.1K,32.79,1.88,6.08
61,Sibanye-Stillwater Ltd. ADR (SBSW),13.8M,12.81,0.72,5.96
62,Hub Group Inc. Cl A (HUBG),956.1K,36.67,2.02,5.83
63,Eldorado Gold Corp. (EGO),3.7M,30.88,1.7,5.83
64,Werner Enterprises Inc. (WERN),1.3M,27.81,1.53,5.82
65,MEDIROM Healthcare Technologies Inc. ADR (MRM),720.8K,2.5,0.14,5.7
66,Certara Inc. (CERT),1.6M,12.65,0.68,5.68
67,Yatsen Holding Ltd. ADR (YSG),305.4K,8.78,0.47,5.66
68,McEwen Inc. (MUX),3.8M,22.72,1.21,5.63
69,Linkhome Holdings Inc. (LHAI),864.2K,10.02,0.53,5.58
70,ECARX Holdings Inc. (ECX),3.7M,2.27,0.12,5.58
71,Universal Display Corp. (OLED),543.6K,150.15,7.92,5.57
72,Bruker Corp. (BRKR),3.2M,38.2,2.0,5.54
73,Vicor Corp. (VICR),510.0K,60.48,3.17,5.53
74,Micron Technology Inc. (MU),37.7M,202.54,10.61,5.53
75,Medicus Pharma Ltd. (MDCX),172.3K,2.42,0.13,5.46
76,ASE Technology Holding Co. Ltd. ADR (ASX),14.2M,12.58,0.65,5.45
77,Imunon Inc. (IMNN),93.6K,5.06,0.26,5.42
78,SANUWAVE Health Inc. (SNWV),331.3K,35.08,1.78,5.36
79,Coca-Cola Femsa S.A.B. de C.V. ADR (KOF),173.5K,85.66,4.33,5.32
80,United Homes Group Inc. (UHG),103.5K,4.4,0.22,5.26
81,Acacia Research Corp. - Acacia Technologies (ACTG),347.2K,3.63,0.18,5.22
82,Celcuity Inc. (CELC),1.3M,52.64,2.61,5.22
83,ON Semiconductor Corp. (ON),8.7M,52.98,2.63,5.21
84,DRDGOLD Ltd. ADR (DRD),637.0K,31.69,1.55,5.14
85,Sarepta Therapeutics Inc. (SRPT),5.4M,23.34,1.14,5.14
86,Standard Lithium Ltd. (SLI),14.5M,5.38,0.26,5.08
87,Brown-Forman Corp. Cl A (BF.A),345.2K,28.39,1.36,5.03
88,DEFSEC Technologies Inc. (DFSC),54.1K,4.39,0.21,5.02
89,Guardant Health Inc. (GH),2.5M,67.41,3.22,5.02
90,Avantor Inc. (AVTR),15.5M,14.56,0.69,5.01
91,Newmont Corp. (NEM),10.6M,98.26,4.67,5.0
92,Esperion Therapeutics Inc. (ESPR),4.5M,2.64,0.13,4.96
93,Coherent Corp. (COHR),2.9M,115.85,5.44,4.93
94,VCI Global Ltd. (VCIG),114.2K,3.41,0.16,4.92
95,Fomento Economico Mexicano S.A.B. de C.V. ADR (FMX),422.8K,95.45,4.44,4.88
96,Compania de Minas Buenaventura S.A. ADR (BVN),1.9M,26.78,1.24,4.86
97,Vera Bradley Inc. (VRA),150.1K,2.16,0.1,4.85
98,Enerpac Tool Group Corp. Cl A (EPAC),570.2K,42.26,1.96,4.85
99,Progyny Inc. (PGNY),6.3M,21.3,0.98,4.85
