,Unnamed: 0,Volume,Last,Chg,% Chg
89,Lulu's Fashion Lounge Holdings Inc. (LVLU),57.8K,6.0,0.48,8.7
90,Soluna Holdings Inc. (SLNH),5.8M,2.46,0.2,8.63
91,Inventiva S.A. ADR (IVA),81.9K,5.0,0.4,8.57
92,Knightscope Inc. (KSCP),604.3K,6.62,0.52,8.43
93,Papa John's International Inc. (PZZA),2.0M,49.44,3.83,8.38
94,Bit Digital Inc. (BTBT),33.6M,4.34,0.34,8.38
95,Elevra Lithium Ltd. ADR (ELVR),96.7K,30.58,2.35,8.31
96,Bitfarms Ltd. (BITF),135.2M,5.84,0.45,8.26
97,Xcel Brands Inc. (XELB),76.8K,2.23,0.17,8.25
98,Evaxion A/S ADR (EVAX),194.5K,6.78,0.52,8.23
99,Cyngn Inc. (CYN),22.3M,5.95,0.45,8.18
