,Unnamed: 0,Volume,Last,Chg,% Chg
78,J-Long Group Ltd. Cl A (JL),66.3K,5.95,0.68,12.9
79,Comstock Inc. (LODE),4.3M,4.38,0.5,12.89
80,FuelCell Energy Inc. (FCEL),10.2M,11.43,1.26,12.39
81,K Wave Media Ltd. (KWM),402.9K,3.0,0.33,12.36
82,PureCycle Technologies Inc. (PCT),6.6M,14.78,1.61,12.22
83,Q/C Technologies Inc. (QCLS),760.2K,4.36,0.47,12.08
84,Green Plains Inc. (GPRE),3.1M,11.16,1.2,12.05
85,Golden Sun Health Technology Group Ltd. (GSUN),224.9K,2.61,0.28,12.02
86,Energy Vault Holdings Inc. (NRGV),4.4M,4.2,0.45,11.87
87,Arbe Robotics Ltd. (ARBE),7.1M,2.64,0.28,11.86
88,Universal Safety Products Inc. (UUU),258.8K,6.07,0.64,11.79
89,Tronox Holdings PLC (TROX),6.7M,4.06,0.42,11.71
90,Orchestra BioMed Holdings Inc. (OBIO),840.7K,3.56,0.37,11.6
91,MDB Capital Holdings LLC (MDBH),71.6K,3.84,0.39,11.3
92,Spring Valley Acquisition Corp. II Cl A (SVII),539.1K,14.11,1.43,11.28
93,Celularity Inc. (CELU),1.7M,2.27,0.23,11.27
94,Spruce Biosciences Inc. (SPRB),186.9K,176.91,17.9,11.26
95,Angel Studios Inc. (ANGX),690.5K,7.42,0.75,11.24
96,Shutterstock Inc. (SSTK),387.1K,24.9,2.5,11.18
97,Mercurity Fintech Holding Inc. (MFH),653.8K,20.17,2.02,11.13
98,ATAI Life Sciences N.V. (ATAI),9.5M,6.0,0.6,11.11
99,Spyre Therapeutics Inc. (SYRE),5.9M,21.0,2.08,11.02
