,Unnamed: 0,Volume,Last,Chg,% Chg
45,Skillsoft Corp. (SKIL),153.0K,16.27,1.41,9.45
46,Lexeo Therapeutics Inc. (LXEO),4.4M,9.58,0.81,9.24
47,Linkhome Holdings Inc. (LHAI),249.3K,10.99,0.92,9.14
48,Revolution Medicines Inc. (RVMD),4.5M,54.1,4.42,8.9
49,Next Technology Holding Inc. (NXTT),65.5K,25.13,1.99,8.6
50,ProPetro Holding Corp. (PUMP),2.5M,5.56,0.44,8.59
51,Kenvue Inc. (KVUE),46.8M,15.3,1.19,8.43
52,Binah Capital Group Inc. (BCG),106.9K,2.4,0.18,8.11
53,Indaptus Therapeutics Inc. (INDP),157.4K,3.7,0.27,7.87
54,Digi Power X Inc. (DGXX),9.4M,3.85,0.28,7.84
55,LiveWire Group Inc. (LVWR),56.9K,5.16,0.38,7.83
56,5E Advanced Materials Inc. (FEAM),246.1K,6.44,0.46,7.69
57,Critical Metals Corp. (CRML),36.3M,20.86,1.44,7.42
58,American Express Co. (AXP),6.0M,346.69,23.57,7.29
59,VisionWave Holdings Inc. (VWAV),588.3K,12.76,0.85,7.18
60,AGM Group Holdings Inc. (AGMH),143.8K,4.94,0.33,7.16
61,Traws Pharma Inc. (TRAW),117.4K,2.86,0.19,7.12
62,YSX Tech. Co. Ltd. (YSXT),84.3K,2.59,0.17,7.02
63,Mobilicom Ltd. ADR (MOB),410.6K,8.08,0.53,7.02
64,Erayak Power Solution Group Inc. (RAYA),54.1K,5.65,0.36,6.91
65,Churchill Capital Corp. X Cl A (CCCX),7.3M,21.1,1.36,6.89
66,Champion Homes Inc. (SKY),1.1M,75.72,4.88,6.89
67,Hyperion DeFi Inc. (HYPD),448.5K,7.27,0.46,6.75
68,Genelux Corp. (GNLX),207.1K,5.72,0.36,6.72
69,GrafTech International Ltd. (EAF),238.1K,17.74,1.08,6.48
70,Korea Electric Power Corp. ADR (KEP),688.5K,15.3,0.93,6.44
71,Oblong Inc. (OBLG),101.0K,2.83,0.17,6.39
72,YD Bio Ltd. (YDES),72.7K,20.06,1.19,6.31
73,Immix Biopharma Inc. (IMMX),524.5K,2.87,0.17,6.3
74,C3is Inc. (CISS),1.9M,2.2,0.13,6.28
75,enGene Holdings Inc. (ENGN),520.4K,9.35,0.55,6.25
76,Chicago Atlantic Real Estate Finance Inc. (REFI),248.9K,13.22,0.77,6.18
77,Okyo Pharma Ltd. (OKYO),196.2K,2.24,0.13,6.16
78,Bio Green Med Solution Inc. (BGMS),110.6K,4.04,0.23,6.04
79,Jefferies Financial Group Inc. (JEF),6.5M,51.69,2.89,5.92
80,MIND Technology Inc. (MIND),199.8K,9.97,0.55,5.84
81,Zions Bancorp N.A. (ZION),9.1M,49.67,2.74,5.84
82,Banzai International Inc. (BNZI),228.7K,2.91,0.16,5.82
83,Above Food Ingredients Inc. (ABVE),3.2M,5.28,0.29,5.81
84,Cohen & Steers Inc. (CNS),470.8K,69.62,3.82,5.81
85,Kestra Medical Technologies Ltd. (KMTS),307.6K,24.61,1.34,5.76
86,TriSalus Life Sciences Inc. (TLSI),203.0K,5.02,0.27,5.68
87,IDEAYA Biosciences Inc. (IDYA),3.5M,29.26,1.57,5.67
88,Arcadia Biosciences Inc. (RKDA),368.5K,5.48,0.29,5.59
89,Protagenic Therapeutics Inc. (PTIX),75.8K,3.22,0.17,5.57
90,Eastern Bankshares Inc. (EBC),5.5M,18.17,0.95,5.52
91,Harrow Inc. (HROW),796.8K,40.01,2.09,5.51
92,Soluna Holdings Inc. (SLNH),19.1M,4.42,0.23,5.49
93,AppFolio Inc. (APPF),432.2K,235.51,12.2,5.46
94,Creative Realities Inc. (CREX),125.7K,2.8,0.14,5.26
95,IZEA Worldwide Inc. (IZEA),304.1K,5.6,0.28,5.26
96,Digimarc Corp. (DMRC),95.0K,8.6,0.43,5.26
97,Viridian Therapeutics Inc. (VRDN),1.3M,24.21,1.2,5.22
98,Credo Technology Group Holding Ltd. (CRDO),6.2M,143.61,7.08,5.19
99,Nektar Therapeutics (NKTR),2.2M,57.77,2.81,5.11
