,Unnamed: 0,Volume,Last,Chg,% Chg
64,Perimeter Solutions Inc. (PRM),851.3K,23.17,1.18,5.37
65,Innventure Inc. (INV),146.6K,3.2,0.16,5.26
66,Hyperion DeFi Inc. (HYPD),322.7K,7.16,0.35,5.14
67,Smart Logistics Global Ltd. (SLGB),63.4K,3.7,0.18,5.11
68,ATAI Life Sciences N.V. (ATAI),15.4M,5.76,0.28,5.02
69,Jefferies Financial Group Inc. (JEF),4.3M,51.27,2.47,5.06
70,Mercurity Fintech Holding Inc. (MFH),167.7K,12.72,0.6,4.95
71,Eastern Bankshares Inc. (EBC),2.1M,18.06,0.83,4.85
72,Chicago Atlantic Real Estate Finance Inc. (REFI),151.6K,13.05,0.6,4.82
73,Intuitive Machines Inc. Cl A (LUNR),5.1M,12.4,0.57,4.82
74,Solid Power Inc. (SLDP),10.0M,6.33,0.29,4.8
75,Tokyo Lifestyle Co. Ltd. ADR (TKLF),70.8K,3.39,0.15,4.79
76,Cohen & Steers Inc. (CNS),267.5K,68.93,3.13,4.76
77,HarborOne Bancorp (HONE),343.2K,13.48,0.61,4.74
78,Telos Corp. (TLS),392.2K,7.08,0.32,4.65
79,Volato Group Inc. (SOAR),678.7K,2.84,0.12,4.41
80,GrafTech International Ltd. (EAF),94.1K,17.38,0.72,4.32
81,Spruce Power Holding Corp. (SPRU),61.7K,2.84,0.12,4.21
82,Virco Manufacturing Corp. (VIRC),53.1K,7.29,0.29,4.14
83,Truist Financial Corp. (TFC),10.4M,42.78,1.69,4.11
84,NRX Pharmaceuticals Inc. (NRXP),1.1M,3.16,0.13,4.11
85,Bolt Projects Holdings Inc. (BSLK),114.6K,2.9,0.11,4.09
86,HDFC Bank Ltd. ADR (HDB),1.9M,36.88,1.44,4.05
87,Angel Studios Inc. (ANGX),314.1K,7.08,0.28,4.04
88,Gilead Sciences Inc. (GILD),4.6M,122.59,4.74,4.02
89,5E Advanced Materials Inc. (FEAM),158.9K,6.22,0.24,4.01
90,Creative Realities Inc. (CREX),66.8K,2.76,0.1,3.95
91,Vera Therapeutics Inc. (VERA),478.3K,31.69,1.18,3.87
92,Capital One Financial Corp. (COF),2.2M,210.88,7.73,3.81
93,Agios Pharmaceuticals Inc. (AGIO),291.9K,43.08,1.56,3.76
94,Zions Bancorp N.A. (ZION),4.7M,48.69,1.76,3.75
95,Ermenegildo Zegna N.V. (ZGN),480.3K,10.38,0.38,3.75
96,Par Pacific Holdings Inc. (PARR),376.3K,35.32,1.27,3.73
97,SS Innovations International Inc. (SSII),64.0K,9.0,0.32,3.69
98,Champion Homes Inc. (SKY),473.3K,73.45,2.61,3.68
99,Flux Power Holdings Inc. (FLUX),153.9K,5.35,0.19,3.68
