,Unnamed: 0,Volume,Last,Chg,% Chg
48,Mineralys Therapeutics Inc. (MLYS),1.5M,42.16,2.77,7.04
49,ChowChow Cloud International Holdings Ltd. (CHOW),553.7K,6.52,0.41,6.71
50,Zymeworks Inc. (ZYME),835.4K,18.06,1.14,6.71
51,Oklo Inc. (OKLO),36.5M,147.34,9.21,6.67
52,Sify Technologies Ltd. ADR (SIFY),265.0K,16.51,0.94,6.04
53,Elastic N.V. (ESTC),4.2M,86.47,4.92,6.03
54,Idaho Strategic Resources Inc. (IDR),1.2M,43.88,2.53,6.12
55,Atlas Lithium Corp. (ATLX),1.7M,6.28,0.35,5.9
56,ZenaTech Inc. (ZENA),5.5M,5.94,0.33,5.82
57,NioCorp Developments Ltd. (NB),17.5M,10.41,0.57,5.79
58,VisionSys AI Inc. ADR (VSA),131.3K,2.93,0.15,5.4
59,Cullinan Therapeutics Inc. (CGEM),1.3M,7.41,0.36,5.11
60,Fitell Corp. (FTEL),198.9K,4.76,0.22,4.88
61,Grupo Aval Acciones y Valores S.A. ADR (AVAL),623.4K,3.64,0.17,4.87
62,USA Rare Earth Inc. (USAR),46.0M,32.56,1.49,4.8
63,Compass Therapeutics Inc. (CMPX),2.1M,4.26,0.18,4.55
64,Natural Health Trends Corp. (NHTC),75.7K,4.55,0.2,4.48
65,EUDA Health Holdings Ltd. (EUDA),92.9K,2.86,0.12,4.38
66,Benitec Biopharma Inc. (BNTC),52.1K,14.8,0.59,4.19
67,HCM II Acquisition Corp. Cl A (HOND),3.4M,18.82,0.76,4.18
68,TryHard Holdings Ltd. (THH),996.4K,7.5,0.3,4.17
69,Vaxcyte Inc. (PCVX),2.4M,43.7,1.72,4.08
70,C1 Fund Inc. (CFND),88.4K,8.43,0.33,4.01
71,Bright Minds Biosciences Inc. (DRUG),91.4K,63.83,2.42,3.94
72,Churchill Capital Corp. X Cl A (CCCX),16.0M,22.41,0.82,3.79
73,Tenaya Therapeutics Inc. (TNYA),9.6M,2.1,0.07,3.71
74,Franklin Wireless Corp. (FKWL),77.4K,4.75,0.17,3.71
75,PepsiCo Inc. (PEP),13.6M,150.07,5.36,3.7
76,OPAL Fuels Inc. (OPAL),267.0K,2.5,0.09,3.52
77,Talkspace Inc. (TALK),5.0M,3.01,0.1,3.44
78,Sionna Therapeutics Inc. (SION),420.1K,29.32,0.97,3.42
79,Abivax S.A. ADR (ABVX),1.9M,93.65,3.04,3.36
80,National Energy Services Reunited Corp. (NESR),1.6M,10.37,0.34,3.34
81,Western Copper & Gold Corp. (WRN),1.8M,2.2,0.07,3.29
82,Esperion Therapeutics Inc. (ESPR),6.7M,2.54,0.08,3.26
83,Balchem Corp. (BCPC),174.2K,144.78,4.48,3.19
84,Permian Basin Royalty Trust (PBT),230.0K,17.48,0.54,3.19
85,Great Elm Capital Corp. (GECC),169.8K,7.68,0.23,3.13
86,Cal-Maine Foods Inc. (CALM),891.3K,94.4,2.85,3.11
87,MarketAxess Holdings Inc. (MKTX),625.8K,177.43,5.2,3.02
88,Brookfield Infrastructure Corp. (BIPC),574.8K,45.23,1.31,2.98
89,Intelligent Protection Management Corp. (IPM),104.4K,2.09,0.06,2.96
90,Freightos Ltd. (CRGO),66.4K,3.5,0.1,2.94
91,Aduro Clean Technologies Inc. (ADUR),340.5K,16.3,0.46,2.9
92,Murphy USA Inc. (MUSA),214.0K,377.83,10.54,2.87
93,MEDIROM Healthcare Technologies Inc. ADR (MRM),1.1M,2.16,0.06,2.86
94,Nokia Corp. ADR (NOK),45.5M,5.32,0.14,2.8
95,United Homes Group Inc. (UHG),95.0K,4.26,0.12,2.78
96,Standard Lithium Ltd. (SLI),6.4M,4.53,0.12,2.72
97,Energy Fuels Inc. (UUUU),43.7M,20.24,0.54,2.72
98,Linkhome Holdings Inc. (LHAI),304.3K,8.75,0.23,2.7
99,Navitas Semiconductor Corp. (NVTS),91.0M,8.2,0.2,2.56
